printed_label	pilot_page	supplied	page_type	source_filename	status
236	238	True	parts table	p236.jpg	reconstructed; needs independent proofreading
237	239	True	parts table	p237.jpg	reconstructed; needs independent proofreading
238	240	True	parts table	p238.jpg	reconstructed; needs independent proofreading
239	241	True	parts table	p239.jpg	reconstructed; needs independent proofreading
240	242	True	parts table	p240.jpg	reconstructed; needs independent proofreading
241	243	True	parts table	p241.jpg	reconstructed; needs independent proofreading
242	244	True	parts table	p242.jpg	reconstructed; needs independent proofreading
243	245	True	parts table	p243.jpg	reconstructed; needs independent proofreading
244	246	True	parts table	p244.jpg	reconstructed; needs independent proofreading
245	247	True	parts table	p245.jpg	reconstructed; needs independent proofreading
246	248	True	parts table	p246.jpg	reconstructed; needs independent proofreading
247	249	True	parts table	p247.jpg	reconstructed; needs independent proofreading
248	250	True	parts table	p248.jpg	reconstructed; needs independent proofreading
249	251	True	parts table	p249.jpg	reconstructed; needs independent proofreading
250	252	True	parts table	p250.jpg	reconstructed; needs independent proofreading
251	253	True	parts table	p251.jpg	reconstructed; needs independent proofreading
252	254	True	parts table	p252.jpg	reconstructed; needs independent proofreading
253	255	True	parts table	p253.jpg	reconstructed; needs independent proofreading
254	256	True	parts table	p254.jpg	reconstructed; needs independent proofreading
255	257	True	parts table	p255.jpg	reconstructed; needs independent proofreading
256	258	True	parts table	p256.jpg	reconstructed; needs independent proofreading
257	259	True	parts table	p257.jpg	reconstructed; needs independent proofreading
258	260	True	parts table	p258.jpg	reconstructed; needs independent proofreading
259	261	True	parts table	p259.jpg	reconstructed; needs independent proofreading
260	262	True	parts table	p260.jpg	reconstructed; needs independent proofreading
261	263	True	parts table	p261.jpg	reconstructed; needs independent proofreading
262	264	True	parts table	p262.jpg	reconstructed; needs independent proofreading
263	265	True	parts table	p263.jpg	reconstructed; needs independent proofreading
264	266	True	parts table	p264.jpg	reconstructed; needs independent proofreading
265	267	True	parts table	p265.jpg	reconstructed; needs independent proofreading
266	268	True	parts table	p266.jpg	reconstructed; needs independent proofreading
267	269	True	parts table	p267.jpg	reconstructed; needs independent proofreading
268	270	True	parts table	p268.jpg	reconstructed; needs independent proofreading
269	271	True	parts table	p269.jpg	reconstructed; needs independent proofreading
270	272	True	parts table	p270.jpg	reconstructed; needs independent proofreading
271	273	True	parts table	p271.jpg	reconstructed; needs independent proofreading
272	274	True	parts table	p272.jpg	reconstructed; needs independent proofreading
273	275	True	parts table	p273.jpg	reconstructed; needs independent proofreading
274	276	True	parts table	p274.jpg	reconstructed; needs independent proofreading
275	277	True	parts table	p275.jpg	reconstructed; needs independent proofreading
276	278	True	parts table	p276.jpg	reconstructed; needs independent proofreading
277	279	True	plate page	p277.jpg	original artwork; individually reviewed correction
278	281	True	plate page	p278.jpg	original artwork; individually reviewed correction
279	282	True	plate page	p279.jpg	original artwork; individually reviewed correction
280	283	True	plate page	p280.jpg	original artwork; individually reviewed correction
281	284	True	plate page	p281.jpg	original artwork; individually reviewed correction
282	285	True	plate page	p282.jpg	original artwork; individually reviewed correction
283	286	True	plate page	p283.jpg	original artwork; individually reviewed correction
284	287	True	plate page	p284.jpg	original artwork; individually reviewed correction
285	288	True	plate page	p285.jpg	original artwork; individually reviewed correction
286	289	True	plate page	p286.jpg	original artwork; individually reviewed correction
287	290	True	plate page	p287.jpg	original artwork; individually reviewed correction
288	291	True	plate page	p288.jpg	original artwork; individually reviewed correction
289	292	True	plate page	p289.jpg	original artwork; individually reviewed correction
290	293	True	plate page	p290.jpg	original artwork; individually reviewed correction
291	294	True	plate page	p291.jpg	original artwork; individually reviewed correction
292	295	True	plate page	p292.jpg	original artwork; individually reviewed correction
293	296	True	plate page	p293.jpg	original artwork; individually reviewed correction
294	297	True	plate page	p294.jpg	original artwork; individually reviewed correction
295	298	True	plate page	p295.jpg	original artwork; individually reviewed correction
296	299	True	plate page	p296.jpg	original artwork; individually reviewed correction
297	300	True	plate page	p297.jpg	original artwork; individually reviewed correction
298	301	True	plate page	p298.jpg	original artwork; individually reviewed correction
299	302	True	plate page	p299.jpg	original artwork; individually reviewed correction
300	303	True	plate page	p300.jpg	original artwork; individually reviewed correction
301	304	True	plate page	p301.jpg	original artwork; individually reviewed correction
302	305	True	plate page	p302.jpg	original artwork; individually reviewed correction
303	306	True	plate page	p303.jpg	original artwork; individually reviewed correction
304	307	True	plate page	p304.jpg	original artwork; individually reviewed correction
305	308	True	plate page	p305.jpg	original artwork; individually reviewed correction
306	309	True	plate page	p306.jpg	original artwork; individually reviewed correction
307	310	True	notes	p307.jpg	reconstructed; needs independent proofreading
308	311	True	notes	p308.jpg	reconstructed; needs independent proofreading
309	312	True	notes	p309.jpg	reconstructed; needs independent proofreading
310	313	True	notes	p310.jpg	reconstructed; needs independent proofreading
311	314	True	notes	p311.jpg	reconstructed; needs independent proofreading
Face p. 277	280	True	foldout	p277_foldout.jpg	source artwork; provisional wide page
